time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-31T00:35:45.670Z,44.5938333,-110.7785,8.9,1.97,ml,23,77,0.05598,0.2,uu,uu60303082,2018-10-31T14:50:45.370Z,"15km NNE of Old Faithful Geyser, Wyoming",earthquake,0.47,0.99,0.299,6,reviewed,uu,uu
2018-10-31T00:34:37.590Z,33.5101667,-116.7976667,4.4,0.45,ml,20,109,0.003139,0.16,ci,ci37409122,2018-10-31T13:45:48.303Z,"10km NE of Aguanga, CA",earthquake,0.37,0.49,0.099,13,reviewed,ci,ci
2018-10-31T00:32:55.220Z,33.5073333,-116.797,3.85,0.85,ml,34,36,0.005751,0.13,ci,ci37409106,2018-10-31T20:20:38.220Z,"10km NE of Aguanga, CA",earthquake,0.14,0.32,0.149,15,reviewed,ci,ci
2018-10-31T00:26:55.949Z,61.8544,-157.6702,4.3,1.5,ml,,,,0.56,ak,ak20305795,2018-10-31T00:31:50.640Z,"116km ESE of Holy Cross, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-31T00:17:34.930Z,19.1215,-66.8305,25,2.93,md,4,316,0.7786,0.4,pr,pr2018304000,2018-10-31T05:09:58.986Z,"70km N of Hatillo, Puerto Rico",earthquake,2.87,33.35,0.09,2,reviewed,pr,pr
2018-10-31T00:06:41.730Z,52.0728333,-176.1193333,0.07,-0.93,ml,4,191,0.02477,0.07,av,av70809229,2018-11-01T20:36:42.670Z,"42km ENE of Adak, Alaska",earthquake,0.38,0.29,0.169,3,reviewed,av,av
2018-10-30T23:48:36.020Z,40.6471667,-121.8156667,11.24,1.08,md,12,110,0.1013,0.04,nc,nc73104086,2018-10-31T16:46:03.530Z,"18km NNE of Shingletown, CA",earthquake,0.55,0.9,0.236,11,reviewed,nc,nc
2018-10-30T23:42:54.760Z,37.651,-121.6593333,5.97,1.08,md,22,91,0.04064,0.08,nc,nc73104081,2018-10-31T21:56:20.730Z,"10km ESE of Livermore, CA",earthquake,0.21,0.71,0.134,17,reviewed,nc,nc
2018-10-30T23:27:44.910Z,43.5338333,-111.0216667,4.32,0.48,ml,5,226,0.065,0.05,mb,mb80316529,2018-10-31T14:18:26.410Z,"10km SE of Victor, Idaho",earthquake,1.5,1.49,0.16,5,reviewed,mb,mb
2018-10-30T23:26:45.100Z,62.7592,-150.104,30.6,1.2,ml,,,,0.83,ak,ak20305791,2018-10-30T23:29:16.804Z,"48km N of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-30T23:22:34.690Z,35.0436667,-117.664,-0.79,1.8,ml,33,60,0.1122,0.2,ci,ci37409090,2018-10-31T17:02:35.012Z,"5km NNW of Boron, CA",quarry blast,0.41,31.61,0.139,29,reviewed,ci,ci
2018-10-30T23:16:09.740Z,37.3565,20.4948,10,4.3,mb,,135,2.206,1.24,us,us2000i4gb,2018-10-31T22:46:41.040Z,"49km SW of Lithakia, Greece",earthquake,5,1.8,0.134,16,reviewed,us,us
2018-10-30T23:11:54.643Z,64.9348,-147.2851,0,1.4,ml,,,,0.91,ak,ak20305787,2018-10-30T23:18:34.307Z,"19km NE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T22:57:00.220Z,45.859,-111.3625,6,1.22,ml,7,99,0.31,0.12,mb,mb80316474,2018-10-31T14:14:48.850Z,"2km W of Manhattan, Montana",earthquake,0.55,7.53,0.075,3,reviewed,mb,mb
2018-10-30T22:51:58.110Z,33.4541667,-116.3483333,9.61,0.96,ml,32,138,0.09459,0.18,ci,ci37409066,2018-10-31T00:40:52.463Z,"22km N of Borrego Springs, CA",earthquake,0.37,0.71,0.226,25,reviewed,ci,ci
2018-10-30T22:44:31.060Z,54.1525,-166.0268333,5.29,-0.18,ml,5,103,0.009181,0.1,av,av70809224,2018-11-01T18:02:22.580Z,"16km W of Akutan, Alaska",earthquake,0.32,0.55,0.282,5,reviewed,av,av
2018-10-30T22:44:06.010Z,37.3968333,-118.5368333,14.4,0.55,md,5,180,0.04841,0.09,nc,nc73104066,2018-10-31T17:30:02.792Z,"6km ESE of Round Valley, CA",earthquake,0.79,0.87,0.072,4,reviewed,nc,nc
2018-10-30T22:37:39.135Z,61.1556,-140.5311,3.5,1.5,ml,,,,0.46,ak,ak20305669,2018-10-30T22:41:55.693Z,"159km NE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-30T22:36:54.310Z,52.0681667,-176.1635,0.09,-0.46,ml,5,159,0.0169,0.23,av,av70809214,2018-11-01T17:47:59.450Z,"39km ENE of Adak, Alaska",earthquake,0.86,0.5,0.104,4,reviewed,av,av
2018-10-30T22:33:16.790Z,18.7811,-65.1793,49,3.1,md,8,331,0.9255,0.21,pr,pr2018303004,2018-10-31T00:03:43.139Z,"54km NNE of Culebra, Puerto Rico",earthquake,2.93,6.53,0.26,8,reviewed,pr,pr
2018-10-30T22:31:32.174Z,36.7038,-116.3299,8.2,-0.2,ml,11,153.44,0.097,0.0528,nn,nn00663551,2018-10-31T02:05:30.831Z,"44km ESE of Beatty, Nevada",earthquake,,2.8,0.28,4,reviewed,nn,nn
2018-10-30T22:27:32.820Z,52.0756667,-176.1355,-0.91,-0.6,ml,5,127,0.02203,0.09,av,av61808291,2018-11-01T17:46:21.360Z,"41km ENE of Adak, Alaska",earthquake,0.27,0.3,0.305,5,reviewed,av,av
2018-10-30T22:21:57.960Z,33.4523333,-116.5733333,12.19,0.62,ml,23,84,0.04866,0.21,ci,ci37409026,2018-10-31T00:41:10.620Z,"15km SE of Anza, CA",earthquake,0.43,0.57,0.154,18,reviewed,ci,ci
2018-10-30T22:19:20.950Z,52.0765,-176.1353333,-1.07,-0.63,ml,5,128,0.02286,0.11,av,av61808281,2018-11-01T17:51:13.540Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.34,0.456,5,reviewed,av,av
2018-10-30T22:08:37.170Z,65.6349,-145.1712,0,1.6,ml,,,,0.93,ak,ak20305667,2018-10-30T22:12:59.031Z,"28km NW of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T22:08:15.740Z,60.0185,-153.0595,1.33,-0.92,ml,4,139,0.02071,0.22,av,av70809219,2018-11-01T18:11:25.740Z,"54km SSW of Redoubt Volcano, Alaska",earthquake,0.54,0.62,0.085,3,reviewed,av,av
2018-10-30T22:03:38.892Z,38.3634,-118.9078,6.5,1.1,ml,8,103.31,0.146,0.1137,nn,nn00663550,2018-10-31T02:05:26.843Z,"30km SW of Hawthorne, Nevada",earthquake,,4.1,0.21,4,reviewed,nn,nn
2018-10-30T21:58:49.400Z,52.0741667,-176.1283333,-1.15,-0.87,ml,5,125,0.0225,0.13,av,av61808256,2018-11-01T17:33:43.830Z,"42km ENE of Adak, Alaska",earthquake,0.27,0.49,0.237,5,reviewed,av,av
2018-10-30T21:56:58.000Z,33.9106667,-118.284,9.2,1.5,ml,7,250,0.1026,0.14,ci,ci37409010,2018-10-31T04:42:22.703Z,"3km WSW of Willowbrook, CA",earthquake,0.78,0.9,0.28,6,reviewed,ci,ci
2018-10-30T21:41:50.570Z,33.4773333,-116.3985,14.37,0.99,ml,43,98,0.05126,0.17,ci,ci37408994,2018-10-31T16:54:04.960Z,"22km SSW of La Quinta, CA",earthquake,0.2,0.39,0.199,17,reviewed,ci,ci
2018-10-30T21:39:41.650Z,52.0763333,-176.1135,0.02,-0.46,ml,5,130,0.0298,0.05,av,av61808246,2018-11-01T17:35:23.330Z,"43km ENE of Adak, Alaska",earthquake,0.21,0.2,0.135,5,reviewed,av,av
2018-10-30T21:39:28.130Z,34.0548333,-116.9723333,12.95,1.92,ml,73,37,0.1165,0.16,ci,ci37408986,2018-10-31T16:43:58.860Z,"7km ENE of Yucaipa, CA",earthquake,0.13,0.38,0.176,71,reviewed,ci,ci
2018-10-30T21:30:50.110Z,33.484,-116.7923333,4.22,0.69,ml,26,39,0.02908,0.18,ci,ci37408970,2018-10-31T00:41:58.772Z,"8km NE of Aguanga, CA",earthquake,0.29,0.48,0.105,19,reviewed,ci,ci
2018-10-30T21:24:49.216Z,62.2542,-152.0736,102,1.8,ml,,,,0.64,ak,ak20305656,2018-10-30T21:31:08.995Z,"102km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-30T21:20:55.880Z,52.079,-176.1146667,0.32,-0.47,ml,5,137,0.03132,0.13,av,av61808226,2018-11-01T17:37:34.510Z,"43km ENE of Adak, Alaska",earthquake,0.44,0.99,0.217,5,reviewed,av,av
2018-10-30T21:16:18.670Z,38.7765007,-122.7761688,1.08,0.66,md,9,100,0.009984,0.04,nc,nc73104041,2018-10-30T23:00:02.894Z,"2km W of The Geysers, CA",earthquake,0.4,0.5,0.35,2,automatic,nc,nc
2018-10-30T21:13:33.610Z,52.0753333,-176.1191667,0.03,-0.54,ml,5,128,0.02672,0.12,av,av61808216,2018-11-01T17:39:13.890Z,"42km ENE of Adak, Alaska",earthquake,0.41,0.31,0.179,5,reviewed,av,av
2018-10-30T21:11:57.639Z,61.8005,-150.4403,52.7,1.3,ml,,,,0.56,ak,ak20305651,2018-10-30T21:16:03.869Z,"22km WNW of Willow, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-30T21:11:27.650Z,52.063,-176.0523333,2.57,-0.38,ml,5,200,0.02126,0.07,av,av61808211,2018-11-01T17:42:34.910Z,"46km ENE of Adak, Alaska",earthquake,0.48,0.98,0.134,5,reviewed,av,av
2018-10-30T21:06:23.450Z,33.8665,-117.4988333,-0.4,1.19,ml,41,48,0.05259,0.21,ci,ci37408954,2018-10-31T16:18:19.387Z,"2km ESE of Home Gardens, CA",quarry blast,0.32,31.61,0.131,18,reviewed,ci,ci
2018-10-30T21:04:03.780Z,52.0653333,-176.1238333,2.02,-0.91,ml,5,105,0.01767,0.12,av,av70809209,2018-11-01T17:41:24.870Z,"42km ENE of Adak, Alaska",earthquake,0.59,1.09,0.259,5,reviewed,av,av
2018-10-30T20:59:22.860Z,61.4282,-151.0657,57,1.9,ml,,,,0.61,ak,ak20305646,2018-10-30T21:04:00.280Z,"60km W of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-10-30T20:53:57.780Z,33.4985,-116.7775,4.22,0.37,ml,13,148,0.02358,0.08,ci,ci37408938,2018-10-31T04:13:16.520Z,"10km NE of Aguanga, CA",earthquake,0.24,0.3,0.076,4,reviewed,ci,ci
2018-10-30T20:46:55.619Z,63.2586,-151.1063,2.8,1.4,ml,,,,0.89,ak,ak20305641,2018-10-30T20:55:57.793Z,"109km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-30T20:45:26.592Z,63.4581,-147.505,0,1.4,ml,,,,0.74,ak,ak20305639,2018-10-30T20:58:08.596Z,"72km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T20:42:21.070Z,40.4823333,-121.4961667,2.73,0.16,md,6,169,0.02462,0.09,nc,nc73104341,2018-10-31T19:02:03.680Z,"15km NNE of Mineral, CA",earthquake,0.73,31.61,0.128,6,reviewed,nc,nc
2018-10-30T20:28:01.420Z,33.4871667,-116.7868333,4.31,0.36,ml,26,49,0.02756,0.13,ci,ci37408914,2018-10-31T16:08:13.682Z,"9km NE of Aguanga, CA",earthquake,0.17,0.3,0.15,11,reviewed,ci,ci
2018-10-30T20:19:47.541Z,69.4049,-144.3587,0,2.7,ml,,,,0.56,ak,ak20305630,2018-10-31T19:31:10.040Z,"85km SSW of Kaktovik, Alaska",earthquake,,28.3,,,automatic,ak,ak
2018-10-30T20:16:53.435Z,39.3549,-119.7418,2.5,0.6,ml,4,168.76,0.039,0.0903,nn,nn00663531,2018-10-31T02:05:24.822Z,"9km WNW of Virginia City, Nevada",earthquake,,3.5,0.2,3,reviewed,nn,nn
2018-10-30T20:09:17.990Z,52.0678333,-176.1375,2.02,-0.76,ml,5,110,0.01426,0.15,av,av61808171,2018-11-01T17:30:29.540Z,"41km ENE of Adak, Alaska",earthquake,0.44,0.99,0.276,5,reviewed,av,av
2018-10-30T20:02:04.930Z,58.4563333,-154.527,7.21,0.79,ml,12,196,0.1023,0.23,av,av61808151,2018-11-01T17:26:15.560Z,"107km NNW of Larsen Bay, Alaska",earthquake,0.8,1.3,0.087,8,reviewed,av,av
2018-10-30T20:01:38.880Z,-5.5426,149.0886,193.53,4.8,mb,,44,3.345,0.87,us,us2000i45l,2018-10-31T19:27:21.040Z,"90km NW of Kandrian, Papua New Guinea",earthquake,8.1,7.2,0.044,161,reviewed,us,us
2018-10-30T20:00:56.800Z,38.8424988,-122.8753357,2.11,0.89,md,7,160,0.005808,0.02,nc,nc73104036,2018-10-30T20:15:03.810Z,"13km NW of The Geysers, CA",earthquake,0.59,0.67,0.09,2,automatic,nc,nc
2018-10-30T19:53:53.820Z,52.0773333,-176.1151667,-0.09,-0.11,ml,5,133,0.02985,0.08,av,av61808126,2018-11-01T17:22:27.510Z,"43km ENE of Adak, Alaska",earthquake,0.24,0.23,0.086,5,reviewed,av,av
2018-10-30T19:50:25.940Z,33.3746667,-116.7768333,12.39,0.8,ml,37,39,0.07483,0.16,ci,ci37408890,2018-10-31T16:02:39.908Z,"8km ENE of Palomar Observatory, CA",earthquake,0.17,0.47,0.086,16,reviewed,ci,ci
2018-10-30T19:47:54.770Z,52.0765,-176.1355,-0.95,-0.12,ml,5,128,0.02283,0.1,av,av61808121,2018-11-01T17:20:48.180Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.31,0.416,5,reviewed,av,av
2018-10-30T19:44:38.280Z,52.0638333,-176.1376667,3.79,0.14,ml,5,106,0.01066,0.18,av,av61808116,2018-11-01T17:19:11.670Z,"41km ENE of Adak, Alaska",earthquake,0.61,1.06,0.167,5,reviewed,av,av
2018-10-30T19:20:21.060Z,37.3251667,-122.1058333,-0.26,1.5,md,13,98,0.01378,0.11,nc,nc73104031,2018-10-31T22:17:53.895Z,"3km S of Loyola, CA",quarry blast,0.39,31.61,0.247,14,reviewed,nc,nc
2018-10-30T19:19:50.450Z,46.398,-122.3085,15.08,0.57,ml,17,179,,0.21,uw,uw61500602,2018-10-31T06:46:52.860Z,"18km S of Morton, Washington",earthquake,0.81,0.99,0.139778884711858,11,reviewed,uw,uw
2018-10-30T19:15:39.838Z,62.5857,-150.4154,66.2,1.3,ml,,,,0.32,ak,ak20305493,2018-10-30T19:18:50.058Z,"33km NNW of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-10-30T19:03:23.630Z,52.0765,-176.125,-0.94,-0.3,ml,5,130,0.02556,0.03,av,av61808101,2018-11-01T17:13:44.730Z,"42km ENE of Adak, Alaska",earthquake,0.25,0.27,0.281,5,reviewed,av,av
2018-10-30T19:01:59.970Z,52.0808333,-176.1191667,2.66,-0.81,ml,5,143,0.03116,0.09,av,av70809204,2018-11-01T17:15:24.270Z,"43km ENE of Adak, Alaska",earthquake,0.48,1.05,0.099,5,reviewed,av,av
2018-10-30T18:58:34.200Z,34.9956667,-118.1948333,-1.04,1.43,ml,8,133,0.1198,0.14,ci,ci37408850,2018-10-31T03:48:58.535Z,"7km SSW of Mojave, CA",quarry blast,0.49,31.61,0.156,6,reviewed,ci,ci
2018-10-30T18:54:18.620Z,52.074,-176.1356667,-1.08,-0.87,ml,5,122,0.02042,0.07,av,av61808096,2018-11-01T17:09:21.860Z,"41km ENE of Adak, Alaska",earthquake,0.24,0.3,0.14,5,reviewed,av,av
2018-10-30T18:54:06.610Z,52.0766667,-176.132,-0.51,-0.91,ml,5,130,0.02373,0.08,av,av70809199,2018-11-01T17:10:30.790Z,"42km ENE of Adak, Alaska",earthquake,0.38,0.3,0.246,5,reviewed,av,av
2018-10-30T18:51:18.660Z,36.0381667,-120.5998333,3.23,1.29,md,25,114,0.03072,0.06,nc,nc73104026,2018-11-01T03:59:01.950Z,"22km NW of Parkfield, CA",earthquake,0.28,0.56,0.329,10,reviewed,nc,nc
2018-10-30T18:50:35.790Z,43.7478333,-110.3743333,11.23,1.41,ml,7,219,0.215,0.12,mb,mb80316309,2018-10-30T21:32:51.560Z,"43km NE of Jackson, Wyoming",earthquake,1.35,0.8,0.125,5,reviewed,mb,mb
2018-10-30T18:43:33.800Z,45.863,-111.3558333,5.99,0.91,ml,6,109,0.304,0.11,mb,mb80316304,2018-10-30T21:22:34.680Z,"1km WNW of Manhattan, Montana",earthquake,0.7,7.41,0.064,2,reviewed,mb,mb
2018-10-30T18:43:31.960Z,43.4485,-110.4321667,11.29,0.87,ml,6,253,0.206,0.08,mb,mb80316379,2018-10-30T21:27:43.320Z,"26km E of Jackson, Wyoming",earthquake,1.13,1.91,0.153,6,reviewed,mb,mb
2018-10-30T18:39:43.740Z,17.5049,-95.3764,111.16,4.4,mb,,142,3.044,0.92,us,us1000hj8k,2018-10-31T19:17:57.040Z,"37km WNW of Jesus Carranza, Mexico",earthquake,11.8,16.6,0.069,60,reviewed,us,us
2018-10-30T18:39:25.690Z,19.4221668,-155.2666626,1.24,1.85,ml,18,91,0.004979,0.18,hv,hv70676142,2018-10-30T18:45:05.860Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.3,0.41,4,automatic,hv,hv
2018-10-30T18:37:10.860Z,52.0755,-176.1328333,-0.72,-0.41,ml,5,127,0.02245,0.06,av,av61808076,2018-11-01T17:07:42.710Z,"42km ENE of Adak, Alaska",earthquake,0.26,0.21,0.32,5,reviewed,av,av
2018-10-30T18:36:55.980Z,52.0751667,-176.1345,-0.86,-1.03,ml,5,126,0.02177,0.11,av,av70809194,2018-11-01T17:06:02.640Z,"42km ENE of Adak, Alaska",earthquake,0.34,0.41,0.419,4,reviewed,av,av
2018-10-30T18:35:37.610Z,52.0765,-176.1343333,-0.98,0.05,ml,5,129,0.02306,0.1,av,av61808081,2018-11-01T17:03:23.280Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.31,0.395,5,reviewed,av,av
2018-10-30T18:32:39.980Z,38.8386667,-122.8413333,1.69,1.12,md,26,94,0.004566,0.05,nc,nc73104016,2018-11-01T01:23:02.928Z,"10km NW of The Geysers, CA",earthquake,0.19,0.27,0.086,4,reviewed,nc,nc
2018-10-30T18:32:04.340Z,52.0765,-176.1266667,-0.98,0.05,ml,5,131,0.02504,0.04,av,av61808071,2018-11-01T17:02:20.260Z,"42km ENE of Adak, Alaska",earthquake,0.25,0.27,0.328,5,reviewed,av,av
2018-10-30T18:31:13.622Z,64.6029,-151.772,0,1.4,ml,,,,0.79,ak,ak20305381,2018-10-30T18:35:31.332Z,"65km SSE of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-30T18:24:34.060Z,52.0755,-176.1281667,-0.48,-0.4,ml,5,128,0.02371,0.16,av,av61808066,2018-11-01T16:53:47.300Z,"42km ENE of Adak, Alaska",earthquake,0.43,0.39,0.308,5,reviewed,av,av
2018-10-30T18:23:11.320Z,52.0756667,-176.1326667,-0.63,-0.27,ml,5,127,0.02265,0.08,av,av70809179,2018-11-01T01:10:36.660Z,"42km ENE of Adak, Alaska",earthquake,0.29,0.23,0.36,5,reviewed,av,av
2018-10-30T18:23:06.320Z,52.0681667,-176.1351667,-1.46,-0.75,ml,5,109,0.01519,0.12,av,av61808061,2018-11-01T01:09:28.370Z,"41km ENE of Adak, Alaska",earthquake,0.44,0.6,0.431,4,reviewed,av,av
2018-10-30T18:21:30.400Z,37.1938333,-119.7133333,16.47,2,md,11,176,0.2015,0.13,nc,nc73104011,2018-10-30T21:38:02.280Z,"5km E of Yosemite Lakes, CA",earthquake,0.46,0.44,0.143,10,reviewed,nc,nc
2018-10-30T18:20:55.090Z,52.076,-176.1348333,-0.95,-0.17,ml,5,128,0.02248,0.1,av,av61808056,2018-11-01T01:07:48.200Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.31,0.4,5,reviewed,av,av
2018-10-30T18:19:37.970Z,52.076,-176.1331667,-0.57,-0.23,ml,5,128,0.02284,0.08,av,av70809174,2018-11-01T01:06:08.550Z,"42km ENE of Adak, Alaska",earthquake,0.34,0.37,0.447,5,reviewed,av,av
2018-10-30T18:19:12.330Z,52.069,-176.128,-0.6,-1.51,ml,5,112,0.01836,0.19,av,av70809169,2018-11-01T01:02:18.850Z,"42km ENE of Adak, Alaska",earthquake,0.29,0.5,,1,reviewed,av,av
2018-10-30T18:18:53.240Z,52.0751667,-176.1318333,-0.81,-1.39,ml,5,126,0.02239,0.08,av,av61808051,2018-11-01T01:01:10.530Z,"42km ENE of Adak, Alaska",earthquake,0.28,0.27,,1,reviewed,av,av
2018-10-30T18:15:17.021Z,63.4796,-151.8169,7.8,1.7,ml,,,,0.66,ak,ak20305373,2018-10-30T18:20:07.794Z,"143km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-30T18:04:23.880Z,37.4538,20.4772,10.79,4.5,mwr,,44,2.142,0.85,us,us1000hj7c,2018-10-31T19:02:53.040Z,"42km SW of Lithakia, Greece",earthquake,5.4,2.3,0.071,19,reviewed,us,us
2018-10-30T18:00:04.490Z,33.9911667,-117.2011667,15.79,0.87,ml,30,54,0.04964,0.11,ci,ci37408810,2018-10-31T15:53:49.857Z,"7km SSW of Redlands, CA",earthquake,0.19,0.32,0.099,13,reviewed,ci,ci
2018-10-30T17:59:43.340Z,48.437,-122.567166666667,5.63,2.89,ml,22,69,,0.33,uw,uw61500202,2018-10-31T20:01:04.852Z,"9km SSE of Anacortes, Washington",earthquake,0.48,1.26,0.233442422827952,16,reviewed,uw,uw
2018-10-30T17:59:43.284Z,69.5473,-144.1407,48.6,3,ml,,,,0.49,ak,ak20305365,2018-10-31T16:16:15.040Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-30T17:59:41.590Z,38.8226662,-122.7653351,1.54,2.21,md,30,61,0.008575,0.06,nc,nc73104006,2018-10-30T20:13:02.797Z,"4km W of Cobb, CA",earthquake,0.22,0.32,0.17,8,automatic,nc,nc
2018-10-30T17:59:26.780Z,42.3089,141.0174,124.9,4.5,mb,,79,1.518,0.82,us,us1000hj7k,2018-10-31T15:54:24.040Z,"2km ESE of Muroran, Japan",earthquake,6.5,6.5,0.061,79,reviewed,us,us
2018-10-30T17:56:10.920Z,19.3715,-155.6026611,8.7,1.81,md,38,69,0.03899,0.18,hv,hv70676082,2018-10-30T17:59:28.110Z,"22km NW of Pahala, Hawaii",earthquake,0.34,0.7,0.12,14,automatic,hv,hv
2018-10-30T17:51:13.620Z,52.0775,-176.1358333,-0.19,-0.58,ml,5,132,0.02372,0.05,av,av61808016,2018-11-01T00:53:40.130Z,"42km ENE of Adak, Alaska",earthquake,0.3,0.24,0.227,4,reviewed,av,av
2018-10-30T17:38:10.640Z,33.1358333,-116.639,4.66,0.84,ml,31,89,0.06352,0.2,ci,ci37408794,2018-10-31T15:48:12.923Z,"7km NNW of Julian, CA",earthquake,0.24,0.35,0.138,9,reviewed,ci,ci
2018-10-30T17:36:57.550Z,41.0535,-121.9555,8.12,2.15,md,29,45,0.2441,0.06,nc,nc73103996,2018-11-01T03:32:02.774Z,"6km NW of Big Bend, CA",earthquake,0.19,1.6,0.194,30,reviewed,nc,nc
2018-10-30T17:36:02.509Z,64.191,-149.9869,5.7,1.5,ml,,,,0.81,ak,ak20305167,2018-10-30T17:40:28.962Z,"60km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-10-30T17:29:10.400Z,33.7091667,-116.747,16.9,0.72,ml,14,170,0.02744,0.08,ci,ci37408778,2018-10-31T03:44:09.822Z,"4km SW of Idyllwild, CA",earthquake,0.33,0.36,0.145,7,reviewed,ci,ci
2018-10-30T17:18:27.740Z,34.501,-118.6821667,15.65,1.7,ml,34,62,0.05466,0.2,ci,ci37408754,2018-10-31T15:42:20.720Z,"6km WNW of Castaic, CA",earthquake,0.28,0.59,0.156,37,reviewed,ci,ci
2018-10-30T17:17:10.772Z,68.5157,-147.3526,0,1.6,ml,,,,1.21,ak,ak20305163,2018-10-30T17:28:06.709Z,"86km WNW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-30T17:16:18.960Z,52.0703333,-176.1225,1.65,0.15,ml,5,115,0.02161,0.04,av,av61807956,2018-11-01T00:59:02.880Z,"42km ENE of Adak, Alaska",earthquake,0.3,1.03,0.319,4,reviewed,av,av
2018-10-30T17:10:42.790Z,34.1966667,-117.5035,4.67,0.9,ml,14,103,0.01095,0.09,ci,ci37408746,2018-10-31T03:30:02.165Z,"7km S of Lytle Creek, CA",earthquake,0.2,0.32,0.177,11,reviewed,ci,ci
2018-10-30T17:01:37.370Z,33.4858333,-116.7883333,5.05,0.26,ml,13,226,0.02831,0.11,ci,ci37408714,2018-10-31T03:12:52.526Z,"9km NE of Aguanga, CA",earthquake,0.38,0.46,0.05,5,reviewed,ci,ci
2018-10-30T16:59:54.450Z,52.0708333,-176.1206667,0.14,-1.02,ml,5,117,0.02276,0.1,av,av61807936,2018-11-01T00:40:52.220Z,"42km ENE of Adak, Alaska",earthquake,0.32,0.25,0.118,5,reviewed,av,av
2018-10-30T16:55:53.380Z,37.415,20.5087,10,4.3,mb,,134,2.154,0.8,us,us1000hj4z,2018-10-30T18:37:02.040Z,"44km SW of Mouzaki, Greece",earthquake,7.5,2,0.237,5,reviewed,us,us
2018-10-30T16:43:04.320Z,34.5741667,-118.0313333,9.67,1.26,ml,26,60,0.04701,0.12,ci,ci37408690,2018-10-31T15:31:37.617Z,"6km E of Palmdale, CA",earthquake,0.17,0.38,0.167,19,reviewed,ci,ci
2018-10-30T16:42:22.468Z,38.4652,-118.1934,8,0.4,ml,4,194.95,0.044,0.0286,nn,nn00663517,2018-10-31T02:05:23.000Z,"38km E of Hawthorne, Nevada",earthquake,,7.5,0,1,reviewed,nn,nn
2018-10-30T16:39:21.710Z,37.4844,20.611,10,4.6,mb,,99,2.048,1.21,us,us1000hj4g,2018-10-30T18:21:49.040Z,"32km SW of Lithakia, Greece",earthquake,6.5,1.9,0.078,49,reviewed,us,us
2018-10-30T16:30:59.260Z,52.0773333,-176.1311667,-0.44,-0.92,ml,5,132,0.02455,0.05,av,av61807896,2018-11-01T00:44:35.520Z,"42km ENE of Adak, Alaska",earthquake,0.32,0.25,0.174,5,reviewed,av,av
2018-10-30T16:30:14.004Z,62.9518,-149.7846,81.1,1.7,ml,,,,0.59,ak,ak20305126,2018-10-30T16:39:06.523Z,"64km SW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-30T16:20:54.793Z,61.8759,-151.0431,69.4,1.7,ml,,,,0.82,ak,ak20305117,2018-10-30T16:39:06.269Z,"54km WNW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-10-30T16:08:49.830Z,45.8545,-111.3323333,5.97,0.78,ml,5,204,0.307,0.07,mb,mb80317524,2018-10-31T21:27:14.180Z,"0km S of Manhattan, Montana",earthquake,0.76,6.47,,0,reviewed,mb,mb
2018-10-30T15:59:23.200Z,37.4857,20.518,10,4.5,mb,,103,2.097,0.83,us,us1000hj2t,2018-10-30T17:04:51.040Z,"37km SW of Lithakia, Greece",earthquake,6.2,1.9,0.119,21,reviewed,us,us
2018-10-30T15:56:47.180Z,46.2786666666667,-122.207666666667,5.25,0.71,ml,12,122,,0.16,uw,uw61434717,2018-11-01T03:21:29.810Z,"31km S of Morton, Washington",earthquake,0.43,0.59,0.222404941495295,11,reviewed,uw,uw
